area_type,availability,location,society,bhk,sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Chinnapanahalli,,2,980,2,1,41
Super built-up  Area,20-Jun,Whitefield,Somns T,3,1306,3,2,54.65
Super built-up  Area,20-Dec,Whitefield,Somns T,3,1306,3,2,54.65
Built-up  Area,Ready To Move,Chikka Tirupathi,Theanmp,4,3250,4,2,136
Built-up  Area,Ready To Move,Marathahalli,Kames S,2,1314,2,3,55
Super built-up  Area,Ready To Move,Hegde Nagar,,2,1179,2,2,49.35
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1075,2,1,45
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1075,2,1,45
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1075,2,1,45
Super built-up  Area,Ready To Move,Choodasandra,Maidsr ,2,1075,2,2,45
Built-up  Area,Ready To Move,Kaggadasapura,,4,2150,4,2,90
Super built-up  Area,18-Dec,Sarjapur,Kinuerg,4,1925,,,80.59
Super built-up  Area,Ready To Move,Kudlu,Srrnasa,2,1027,2,2,43
Super built-up  Area,Ready To Move,Haralur Road,,2,1027,2,2,43
Super built-up  Area,Ready To Move,Kudlu,,2,1027,2,2,43
Super built-up  Area,Ready To Move,Thanisandra,Juaxyan,2,1110,2,2,46.5
Super built-up  Area,18-Jul,Udayapur Village,Plowsri,3,1630,3,2,68.29
Super built-up  Area,18-Jul,Udayapur Village,Plowsri,3,1440,2,2,60.33
Super built-up  Area,Ready To Move,Nagavarapalya,MYncysi,2,907,2,2,38
Super built-up  Area,Ready To Move,NGR Layout,DSestre,1,907,1,1,38
Super built-up  Area,Ready To Move,CV Raman Nagar,,2,907,2,2,38
Super built-up  Area,Ready To Move,Electronics City Phase 1,Shitt S,3,1450,,,60.75
Super built-up  Area,18-Feb,Mysore Road,PrawnRa,2,883,2,1,37
Super built-up  Area,Ready To Move,Kambipura,Prrtht ,2,883,2,1,37
Super built-up  Area,Ready To Move,Kambipura,Prrtht ,2,883,2,1,37
Super built-up  Area,Ready To Move,JP Nagar,Duoveoo,1,1050,1,1,44
Super built-up  Area,Ready To Move,Kambipura,,2,883,2,1,37.01
Super built-up  Area,Ready To Move,Kasavanhalli,,2,1200,2,1,50.3
Super built-up  Area,Ready To Move,Whitefield,Sparam ,2,1312,2,2,55
Super built-up  Area,Ready To Move,HSR Layout,NRosete,2,1145,2,2,48
Built-up  Area,Ready To Move,NRI Layout,Mancy R,3,1789,3,3,75
Built-up  Area,Ready To Move,KR Puram,HovasTe,2,930,2,2,39
Super built-up  Area,Ready To Move,Mico Layout,Inasy E,3,1550,2,2,65
Built-up  Area,Ready To Move,Kannamangala,Marnaer,3,1550,3,3,65
Built-up  Area,Ready To Move,Sarjapur,,4,1550,2,2,65
Super built-up  Area,Ready To Move,CV Raman Nagar,Srshq T,3,1550,3,3,65
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Vaderla,3,1335,2,1,56
Super built-up  Area,Ready To Move,Doddathoguru,SKterAs,3,1549,3,2,65
Super built-up  Area,Ready To Move,Hoodi,,2,1105,2,2,46.37
Super built-up  Area,18-Jan,Hosa Road,Pamesy ,3,1730,3,2,72.6
Super built-up  Area,Ready To Move,Hebbal,Srntsha,2,1072,2,2,45
Built-up  Area,Ready To Move,JP Nagar,,2,1048,2,1,44
Super built-up  Area,Ready To Move,Punappa Layout,DSionhe,3,1310,2,1,55
Super built-up  Area,18-Dec,Hosa Road,Mahesr ,2,1161,2,1,48.75
Super built-up  Area,Ready To Move,Whitefield,DSe 2ie,3,1548,3,1,65
Super built-up  Area,Ready To Move,Banashankari,,2,1020,2,1,42.83
Super built-up  Area,Ready To Move,Kanakapura,,2,1020,2,1,42.83
Super built-up  Area,Ready To Move,Kanakapur main road,,2,1025,2,2,43.04
Super built-up  Area,Ready To Move,Chikkalasandra,,3,1265,2,2,53.12
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1570,3,3,65.93
Carpet  Area,Ready To Move,KR Puram,Jahidva,2,866.28,2,0,36.38
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1452,3,3,60.98
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1452,3,3,60.98
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1452,3,3,60.98
Super built-up  Area,18-Apr,Sarjapur  Road,Kiare S,1,950,1,0,39.9
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Vasta C,2,1190,2,1,49.98
Super built-up  Area,18-Oct,Uttarahalli,,3,1320,2,2,55.44
Super built-up  Area,18-Oct,Uttarahalli,,3,1320,2,3,55.44
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Vasta C,3,1405,2,2,59.01
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1450,3,3,60.9
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1450,3,3,60.9
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1550,3,3,65.1
Super built-up  Area,Ready To Move,Kudlu,GKityde,3,1570,2,2,65.94
Built-up  Area,Ready To Move,Doctors Layout,Mavelr ,2,1000,2,2,42
Plot  Area,18-Aug,Attibele,,2,1000,2,1,42
Super built-up  Area,Ready To Move,Pai Layout,,2,1000,2,3,42
Super built-up  Area,Ready To Move,Nagarbhavi,,2,1100,2,2,46.2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Vasta C,3,1385,2,2,58.17
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,2,1470,2,2,61.74
Super built-up  Area,Ready To Move,Gottigere,Pridei ,3,1500,3,2,63
Built-up  Area,Ready To Move,Electronic City,GMown E,3,1500,2,1,63
Super built-up  Area,Ready To Move,Yelahanka,,3,1500,2,2,63
Super built-up  Area,Ready To Move,Mico Layout,Amsomun,9,5000,9,3,210
Super built-up  Area,Ready To Move,Bharathi Nagar,ReudePr,3,1664,3,2,69.89
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Vasta C,3,1463,2,1,61.45
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Vasta C,3,1343,2,2,56.41
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1550,3,3,65.11
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1450,3,3,60.91
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1450,3,3,60.91
Super built-up  Area,Ready To Move,Amruthahalli,,2,1190,2,2,50
Super built-up  Area,19-Jul,Sarjapur  Road,Frhtsr ,2,1190,2,1,50
Super built-up  Area,Ready To Move,Malleshpalya,,3,1785,3,2,75
Super built-up  Area,Ready To Move,Whitefield,SLiritn,3,1404,2,2,59
Super built-up  Area,17-Nov,Ramagondanahalli,ViistLa,2,1253,2,1,52.66
Super built-up  Area,18-Apr,Bannerghatta,,3,1618,3,1,68
Super built-up  Area,Ready To Move,Panathur,Skinaa ,3,1597,3,1,67.12
Built-up  Area,Ready To Move,Bannerghatta Road,,4,1380,3,0,58
Super built-up  Area,Ready To Move,Bharathi Nagar,ReudePr,2,1349,2,2,56.7
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,,3,1279,2,1,53.76
Super built-up  Area,18-Aug,Varthur Road,,2,1255,2,2,52.76
Super built-up  Area,Ready To Move,Kadubeesanahalli,Srhan P,3,1665,3,3,70
Super built-up  Area,Ready To Move,Kambipura,Prrtht ,3,1082,2,1,45.5
Built-up  Area,Ready To Move,Electronic City Phase II,Coush W,2,1070,2,2,45
Super built-up  Area,Ready To Move,Mysore Road,Brama P,2,1070,2,1,45
Super built-up  Area,Ready To Move,Sarjapur  Road,,2,1260,2,2,53
Super built-up  Area,Ready To Move,Gottigere,M denGa,2,1153,2,1,48.5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,,3,1278,2,1,53.76
Super built-up  Area,Ready To Move,Lavakusha Nagar,Vanusn ,3,1545,3,2,65
Super built-up  Area,Ready To Move,Sarjapur,,3,2020,3,3,85
Super built-up  Area,18-May,Vidyaranyapura,,2,1188,2,1,50
Super built-up  Area,Ready To Move,Electronic City Phase II,Coush W,2,1069,2,2,45
Super built-up  Area,Ready To Move,KR Puram,HovasTe,2,950,2,1,40
Super built-up  Area,Ready To Move,Kanakpura Road,Wiowsri,2,950,2,1,40
Built-up  Area,Ready To Move,Chikkabanavar,,2,950,2,1,40
Super built-up  Area,Ready To Move,KR Layout,,1,950,1,1,40
Super built-up  Area,Ready To Move,Anjanapura,ACopsva,2,950,2,1,40
Super built-up  Area,Ready To Move,Bellandur,Trows M,1,950,1,1,40
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,3,1330,2,1,56
Super built-up  Area,Ready To Move,Near International Airport,PronsAs,2,1330,2,1,56
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,3,1330,2,1,56
Built-up  Area,Ready To Move,9th Phase JP Nagar,,4,1900,4,2,80
Super built-up  Area,18-Apr,Pragathi Nagar,Asarkia,1,799,1,0,33.645
Built-up  Area,Ready To Move, Devarachikkanahalli,Sarch M,2,1116,2,1,47
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,3,1329,2,1,56
Super built-up  Area,17-Oct,Ramagondanahalli,ViistLa,2,1235,2,1,52.04
Super built-up  Area,Ready To Move,Anantapuram,GKiewke,3,1495,2,1,63
Super built-up  Area,Ready To Move,Hoodi,,3,1575,3,2,66.39
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1693,3,1,71.38
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,3,1328,2,1,56
Super built-up  Area,Ready To Move,Yemlur,,2,1316,2,3,55.5
Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,2,1150,2,1,48.5
Built-up  Area,Ready To Move,Sarjapur  Road,,3,1470,3,0,62
Built-up  Area,Ready To Move,Singasandra,,2,1375,2,3,58
Super built-up  Area,18-May,Ramagondanahalli,ViistLa,2,1215,2,1,51.26
Super built-up  Area,Ready To Move,Kudlu Gate,SReafin,2,1185,2,1,50
Super built-up  Area,18-Aug,Horamavu Agara,S2ionrn,2,1090,2,1,46
Super built-up  Area,Ready To Move,Rayasandra,,2,1065,2,2,44.95
Super built-up  Area,Ready To Move,Ramamurthy Nagar Extension,,3,1540,3,2,65
Built-up  Area,Ready To Move,Electronics City Phase 1,,2,995,2,0,42
Super built-up  Area,Ready To Move,BTM Layout,Raide P,3,1776,2,3,75
Super built-up  Area,Ready To Move,Horamavu Banaswadi,Saaksa ,3,1610,3,3,68
Super built-up  Area,Ready To Move,Dasarahalli,,2,1160,2,2,49
Super built-up  Area,Ready To Move,Hennur,,2,1160,2,1,49
Built-up  Area,Ready To Move,Hongasandra,,2,1065,2,1,45
Built-up  Area,17-Sep,Hongasandra,,2,1065,2,2,45
Super built-up  Area,Ready To Move,Bannerghatta Road,Gundaa ,2,1136,2,1,48
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,,3,1420,2,2,60
Super built-up  Area,Ready To Move,Hoysalanagar,PNncysi,3,1325,2,3,56
Super built-up  Area,Ready To Move,Belathur,SLwernf,2,1254,2,1,53
Super built-up  Area,Ready To Move,Yelahanka,Apows M,3,1455,3,1,61.5
Super built-up  Area,Ready To Move,Whitefield,Bhentne,2,1100,2,1,46.5
Super built-up  Area,Ready To Move,Basapura,Jaangm ,2,1301,2,2,55
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1608,3,1,67.98
Built-up  Area,Ready To Move,Kengeri,Vaens G,3,1230,2,2,52
Super built-up  Area,Ready To Move,Gottigere,MBireap,3,1230,2,2,52
Super built-up  Area,18-May,Chellikere,,2,1088,2,2,46
Super built-up  Area,18-Dec,Channasandra,MVisear,2,1050,2,1,44.41
Super built-up  Area,Ready To Move,Gunjur Palya,Evvan V,2,993,2,2,42
Super built-up  Area,Ready To Move,Kanakpura Road,NevenLi,3,1300,2,2,55
Built-up  Area,Ready To Move,Banashankari,V2anags,3,1300,2,2,55
Super built-up  Area,Ready To Move,Jigani,DLhtsen,3,1300,3,3,55
Super built-up  Area,Ready To Move,Uttarahalli,Evood S,3,1300,2,1,55
Super built-up  Area,Ready To Move,Dasarahalli,,2,1300,2,3,55
Super built-up  Area,Ready To Move,Uttarahalli,AkncyRe,2,1300,2,2,55
Super built-up  Area,Ready To Move,Nagarbhavi,DSdhiSa,3,1560,3,3,66
Super built-up  Area,Ready To Move,Muneshwara Nagar,Laderav,3,1560,2,3,66
Super built-up  Area,Ready To Move,Kothanur,Gilleon,3,1820,3,3,77
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1580,2,2,66.85
Built-up  Area,Ready To Move,Kaggadasapura,Clsto C,3,1654,3,3,70
Built-up  Area,Ready To Move,Vidyaranyapura,,2,945,2,,40
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,2,1125,2,1,47.65
Super built-up  Area,18-Jun,KR Puram,MCnexva,2,1015,2,1,43
Super built-up  Area,18-May,Ramagondanahalli,ViistLa,2,1251,2,1,53
Super built-up  Area,17-Oct,Ramagondanahalli,ViistLa,2,1151,2,2,48.77
Super built-up  Area,Ready To Move,Kaggadasapura,,2,1180,1,0,50
Super built-up  Area,Ready To Move,Kumbena Agrahara,Shont F,2,1180,2,2,50
Built-up  Area,Ready To Move,Hormavu,BhncyRe,2,1180,2,2,50
Super built-up  Area,Ready To Move,Electronic City,Briumri,3,1652,3,2,70
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,3,1345,2,1,57
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,3,1345,2,1,57
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,3,1345,2,1,57
Super built-up  Area,Ready To Move,Whitefield,SearkHy,3,1345,2,2,57
Super built-up  Area,Ready To Move,Yelahanka,Apows M,3,1345,2,1,57
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,3,1345,2,1,57
Super built-up  Area,Ready To Move,Kengeri Satellite Town,Malowr ,2,920,2,3,39
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1530,3,3,64.86
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,Mauner ,2,861,2,0,36.5
Built-up  Area,Ready To Move,Hormavu,Neise P,3,1604,3,0,68
Super built-up  Area,Ready To Move,Electronics City Phase 1,PisomSu,2,1085,2,1,46
Built-up  Area,Ready To Move,Kammasandra,Vicony ,2,1415,2,2,60
Super built-up  Area,Ready To Move,Kumarapalli,BMmesHo,2,1240,2,2,52.6
Super built-up  Area,Ready To Move,Electronic City,KBityo ,2,825,2,1,35
Super built-up  Area,Ready To Move,Singapura Village,Juoryma,2,825,2,1,35
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Nencei ,3,1485,2,2,63
Super built-up  Area,Ready To Move,Harlur,,2,1532,2,1,65
Super built-up  Area,Ready To Move,Harlur,SrEndPo,2,1532,2,1,65
Built-up  Area,18-May,Sarjapur  Road,Cetattu,4,3369,6,0,143
Super built-up  Area,Ready To Move,Kodichikkanahalli,,2,907,2,2,38.5
Super built-up  Area,Ready To Move,Malleshpalya,SoncyRe,2,1225,2,2,52
Built-up  Area,Ready To Move,Kaval Byrasandra,KuncyRe,2,1060,2,2,45
Super built-up  Area,Ready To Move,Rayasandra,MJeusyl,3,1577,3,2,67
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,Mauner ,3,1318,3,2,56
Super built-up  Area,Ready To Move,Dodda Nekkundi,,2,1100,2,1,46.75
Super built-up  Area,Ready To Move,Kothanur,,2,1200,2,1,51
Super built-up  Area,Ready To Move,Kothanur,,2,1200,2,1,51
Super built-up  Area,Ready To Move,5th Phase JP Nagar,Saisena,2,1200,2,2,51
Super built-up  Area,Ready To Move,Somasundara Palya,,3,1600,3,3,68
Super built-up  Area,Ready To Move,Rajarajeshwari nagar,,3,2000,3,2,85
Super built-up  Area,Ready To Move,BEML Layout,,3,2000,3,2,85
Super built-up  Area,Ready To Move,BEML Layout 5th stage,,3,2000,3,2,85
Super built-up  Area,Ready To Move,BEML Layout,,3,2000,3,2,85
Built-up  Area,Ready To Move,KR Puram,,6,2000,6,0,85
Super built-up  Area,Ready To Move,BEML Layout,,3,2000,3,2,85
Super built-up  Area,Ready To Move,Rajarajeshwari Nagara,,3,2000,3,2,85
Super built-up  Area,18-Mar,Bellandur,,3,2000,3,2,85
Super built-up  Area,Ready To Move,Rajarajeshwarinagar,,3,2000,3,2,85
Super built-up  Area,Ready To Move,BEML Layout,,3,2000,2,2,85
Plot  Area,Ready To Move,Gubbalala,,4,2000,4,1,85
Super built-up  Area,Ready To Move,5th Stage BEML Layout,,3,2000,3,2,85
Super built-up  Area,Ready To Move,5th Stage BEML Layout,,3,2000,3,2,85
Built-up  Area,Ready To Move,Akshaya Vana,,4,4000,4,3,170
Super built-up  Area,Ready To Move,5th Phase JP Nagar,,5,4000,5,2,170
Built-up  Area,Ready To Move,Hoodi,Adion M,2,1247,2,0,53
Super built-up  Area,Ready To Move,Nehru Nagar,Veyalin,2,967,2,2,41.1
Super built-up  Area,17-Apr,Chikkalasandra,,2,1070,2,1,45.48
Built-up  Area,Ready To Move,Friends Colony,SiidsGa,2,1035,2,2,44
Super built-up  Area,Ready To Move,Seegehalli,Sriferi,2,1176,2,2,50
Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,3,1270,2,1,54
Super built-up  Area,18-Apr,Begur,Arera V,3,1411,2,2,60
Super built-up  Area,Ready To Move,Electronics City Phase 1,,2,1070,2,1,45.5
Super built-up  Area,Ready To Move,Kothanur,,2,1070,2,1,45.5
Super built-up  Area,Ready To Move,Whitefield,BMttaor,3,1458,2,2,62
Super built-up  Area,Ready To Move,Mahadevpura,Maourit,3,1505,3,2,64
Super built-up  Area,18-Aug,Horamavu Agara,S2ionrn,2,994,2,1,42.28
Built-up  Area,Ready To Move,Thubarahalli,VincyRe,4,3408,5,,145
Built-up  Area,Ready To Move,Vasanthapura,,2,940,2,1,40
Built-up  Area,Ready To Move,Electronics City Phase 1,,2,940,2,1,40
Super built-up  Area,Ready To Move,Electronics City Phase 1,Avine A,2,1175,2,1,50
Super built-up  Area,Ready To Move,Kaggadasapura,JaaldEm,2,1175,2,2,50
Super built-up  Area,Ready To Move,Whitefield,BMttaor,2,1175,2,2,50
Super built-up  Area,Ready To Move,Yelenahalli,,2,1175,2,2,50
Built-up  Area,Ready To Move,Kalyan nagar,,3,1410,2,2,60
Super built-up  Area,Ready To Move,Kogilu,,2,1190,2,2,50.66
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1151,2,1,49
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1419,2,1,60.42
Super built-up  Area,Ready To Move,Judicial Layout,,2,1165,2,1,49.61
Super built-up  Area,Ready To Move,Jigani,DLhtsen,3,1221,3,3,52
Super built-up  Area,Ready To Move,Pai Layout,,2,810,2,2,34.5
Built-up  Area,Ready To Move,Electronics City Phase 1,Raenti ,2,1080,2,2,46
Super built-up  Area,Ready To Move,Hennur,,3,1655,2,1,70.5
Super built-up  Area,Ready To Move,Thanisandra,,2,1075,2,2,45.8
Super built-up  Area,Ready To Move,GM Palaya,,3,1643,2,2,70
Built-up  Area,Ready To Move,Uttarahalli,Sungsha,2,1150,2,1,49
Super built-up  Area,18-Aug,Hongasandra,,2,1150,2,2,49
Built-up  Area,Ready To Move,Chennappa Layout,VaireSo,2,1220,2,2,52
Super built-up  Area,Ready To Move,Dasarahalli,Syonyph,2,1220,2,2,52
Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,3,1525,2,2,65
Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,3,1525,2,2,65
Super built-up  Area,Ready To Move,Seegehalli,Paoliy ,3,1525,3,2,65
Super built-up  Area,Ready To Move,J C Nagar,,3,1525,3,3,65
Built-up  Area,Ready To Move,Brookefield,Sringlv,4,3050,4,,130
Super built-up  Area,Ready To Move,Hennur,Shateor,2,1255,2,2,53.5
Super built-up  Area,Ready To Move,Hennur,Shateor,2,1255,2,2,53.5
Super built-up  Area,Ready To Move,Bharathi Nagar,ReudePr,2,1384,2,2,59
Super built-up  Area,Ready To Move,Kengeri Satellite Town,Malowr ,2,985,2,2,42
Super built-up  Area,Ready To Move,Electronic City,GMown E,3,1360,2,1,58
Super built-up  Area,Ready To Move,Yelahanka,Apows M,3,1430,3,1,61
Super built-up  Area,18-Jun,KR Puram,MCnexva,3,1430,2,1,61
Super built-up  Area,Ready To Move,Bannerghatta Road,Loals P,2,1160,2,0,49.49
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,2,1125,2,1,48
Super built-up  Area,Ready To Move,Bandepalya,Jaity H,2,1125,2,1,48
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,2,1125,2,1,48
Super built-up  Area,19-Sep,Kudlu Gate,Srods P,3,1432,2,2,61.11
Super built-up  Area,Ready To Move,Bellandur,SRageri,2,1195,2,2,51
Built-up  Area,Ready To Move,Gulimangala,Daxir E,3,1640,3,2,70
Super built-up  Area,Ready To Move,Hennur,Shateor,2,1255,2,1,53.57
Super built-up  Area,Ready To Move,Green View Layout,Makeser,2,1007,2,2,43
Built-up  Area,Ready To Move,Coconut Grove Layout,Naenti ,2,1007,2,2,43
Super built-up  Area,18-May,Ramagondanahalli,ViistLa,3,1475,2,2,63
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,,2,1194,2,1,51
Super built-up  Area,Ready To Move,Sarjapur  Road,,2,1194,2,1,51
Built-up  Area,Ready To Move,Whitefield,Niborik,2,1030,2,2,44
Super built-up  Area,Ready To Move,Kadubeesanahalli,Srhan P,3,1545,2,2,66
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1140,2,1,48.7
Super built-up  Area,18-Aug,Gunjur Palya,,2,1235,2,2,52.76
Super built-up  Area,18-Aug,Gunjur,BMineis,2,1235,2,2,52.76
Super built-up  Area,Ready To Move,BTM 2nd Stage,,2,1100,2,2,47
Super built-up  Area,18-Jun,KR Puram,MCnexva,2,1100,2,1,47
Super built-up  Area,Ready To Move,Hebbal,,2,1100,2,2,47
Super built-up  Area,Ready To Move,Vignana Nagar,,2,1100,2,2,47
Super built-up  Area,Ready To Move,Neeladri Nagar,NatisAt,2,1053,2,1,45
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Dehts H,2,1170,2,3,50
Built-up  Area,Ready To Move,Kengeri Satellite Town,Rooodre,2,1170,2,3,50
Super built-up  Area,Ready To Move,Chambenahalli,,2,1170,2,3,50
Built-up  Area,Ready To Move,Electronic City,DSgmax ,3,1287,3,1,55
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,2,1123,2,1,48
Super built-up  Area,Ready To Move,Kammasandra,,3,912,2,1,39
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1196,2,2,51.15
Super built-up  Area,Ready To Move,Mysore Road,,2,1239,2,1,53
Built-up  Area,Ready To Move,Upadhyaya Layout,,2,935,2,0,40
Super built-up  Area,Ready To Move,9th Phase JP Nagar,NaensGa,2,1005,2,1,43
Super built-up  Area,Ready To Move,Bisuvanahalli,,3,1075,2,1,46
Super built-up  Area,17-Dec,Yelahanka,Hotat H,2,1519,2,3,65
Super built-up  Area,Ready To Move,Marathahalli,SatatHa,2,1285,2,2,55
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1303,2,2,55.78
Built-up  Area,Ready To Move,Sarjapur  Road,HIideSu,3,1495,2,0,64
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1306,2,1,55.91
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1303,2,1,55.79
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1303,2,2,55.79
Built-up  Area,Ready To Move,Motappa Layout,Puodse ,2,1156,2,2,49.5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1295,2,1,55.47
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1295,2,1,55.47
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1295,2,2,55.47
Super built-up  Area,Ready To Move,Kudlu,Srrnasa,2,1027,2,1,44
Super built-up  Area,Ready To Move,Haralur Road,,2,1027,2,2,44
Super built-up  Area,18-Apr,Haralur Road,,2,1027,2,2,44
Super built-up  Area,Ready To Move,HSR Layout,,2,1027,2,2,44
Super built-up  Area,Ready To Move,Haralur Road,,2,1027,2,2,44
Super built-up  Area,Ready To Move,Haralur Road,,2,1027,2,1,44
Super built-up  Area,Ready To Move,Haralur Road,,2,1027,1,2,44
Super built-up  Area,Ready To Move,Kudlu,,2,1027,2,2,44
Super built-up  Area,Ready To Move,Haralur Road,,2,1027,2,2,44
Super built-up  Area,Ready To Move,Haralur Road,,2,1027,2,2,44
Super built-up  Area,Ready To Move,Kudlu,,2,1027,2,2,44
Super built-up  Area,Ready To Move,Haralur Road,,2,1027,2,2,44
Built-up  Area,Ready To Move,Kudlu,Srrnasa,2,1027,2,2,44
Super built-up  Area,Ready To Move,Kudlu,,2,1027,2,2,44
Super built-up  Area,Ready To Move,Hormavu,,2,980,2,2,42
Built-up  Area,Ready To Move,Chennappa Layout,Mawerer,2,1050,2,2,45
Super built-up  Area,Ready To Move,Manayata Tech Park,,2,1050,2,2,45
Super built-up  Area,Ready To Move,Belathur,Viiniai,2,1050,2,1,45
Super built-up  Area,Ready To Move,Babusapalaya,,2,1050,2,3,45
Super built-up  Area,Ready To Move,Thanisandra,,2,1050,2,2,45
Super built-up  Area,Ready To Move,Yelahanka,Apows M,2,1050,2,1,45
Built-up  Area,18-Jun,Anathanagar,,2,1050,2,2,45
Super built-up  Area,18-Jun,KR Puram,MCnexva,2,1085,2,1,46.5
Built-up  Area,Ready To Move,Kadugodi,MSingco,3,1260,2,2,54
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,3,1330,2,1,57
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,3,1330,2,1,57
Super built-up  Area,Ready To Move,Vasanthapura,,3,1400,3,2,60
Plot  Area,Ready To Move,Chandapura,,2,1400,2,0,60
Super built-up  Area,Ready To Move,KR Puram,RaiewLa,3,1400,2,3,60
Super built-up  Area,Ready To Move,rr nagar,,2,1400,2,2,60
Built-up  Area,Ready To Move,R.T. Nagar,GModsNR,3,1680,3,2,72
Super built-up  Area,Ready To Move,Tata Nagar,,3,1750,3,3,75
Super built-up  Area,Ready To Move,Brookefield,Vaontos,3,1750,2,2,75
Built-up  Area,Ready To Move,Shettihalli,,4,2100,4,1,90
Plot  Area,Ready To Move,Hiremath Layout,,4,3150,3,1,135
Built-up  Area,Ready To Move,Ramamurthy Nagar,,5,3500,5,2,150
Plot  Area,18-Dec,Chikka Tirupathi,Theanmp,4,3500,5,3,150
Built-up  Area,Ready To Move,Annasandrapalya,,4,3500,4,0,150
Built-up  Area,Ready To Move,Channasandra,,6,4200,6,0,180
Super built-up  Area,19-Aug,Yelahanka,SMllay ,2,1180,2,0,50.58
Super built-up  Area,18-Mar,Thanisandra,SLityee,2,850,2,0,36.435
Super built-up  Area,18-Nov,manyata,,2,1169,2,1,50.11
Super built-up  Area,Ready To Move,Mysore Road,,2,1003,2,1,43
Super built-up  Area,Ready To Move,Battarahalli,SraveHi,3,1516,3,3,65
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1267,2,1,54.35
Super built-up  Area,Ready To Move,Ramamurthy Nagar,,3,1515,3,3,65
